Student_ID,Country,Field_of_Study,Age,Gender,Year_of_Enrollment
STUD05579,Argentina,Biology,33,Male,2013
STUD05580,Spain,Science,22,Male,2013
STUD05581,China,Science,36,Female,2017
STUD05582,Brazil,Psychology,36,Female,2015
STUD05583,Argentina,Medicine,25,Female,2013
STUD05584,China,Engineering,37,Non-binary,2023
STUD05585,Mexico,Psychology,21,Male,2013
STUD05586,Brazil,Medicine,21,Male,2015
STUD05587,India,Law,44,Non-binary,2013
STUD05588,South Africa,Business,36,Male,2018
STUD05589,France,Physics,26,Non-binary,2019
STUD05590,Argentina,Engineering,30,Non-binary,2014
STUD05591,Canada,Biology,41,Non-binary,2011
STUD05592,India,Engineering,25,Female,2010
STUD05593,India,Law,42,Female,2016
STUD05594,China,Arts,41,Male,2020
STUD05595,Argentina,Business,34,Female,2020
STUD05596,USA,Arts,27,Non-binary,2019
STUD05597,India,Engineering,39,Male,2020
STUD05598,USA,Computer Science,22,Non-binary,2010
STUD05599,Argentina,Psychology,43,Non-binary,2017
STUD05600,France,Science,43,Non-binary,2017
STUD05601,China,Computer Science,29,Male,2021
STUD05602,Spain,Psychology,31,Male,2014
STUD05603,Brazil,Computer Science,42,Female,2021
STUD05604,Mexico,Computer Science,21,Male,2011
STUD05605,Australia,Business,29,Male,2020
STUD05606,Germany,Engineering,34,Male,2012
STUD05607,China,Psychology,18,Female,2018
STUD05608,South Africa,Law,43,Female,2020
STUD05609,USA,Physics,26,Male,2011
STUD05610,USA,Education,19,Female,2022
STUD05611,Argentina,Mathematics,39,Male,2017
STUD05612,UK,Science,29,Non-binary,2012
STUD05613,Germany,Arts,27,Non-binary,2018
STUD05614,France,Biology,30,Non-binary,2015
STUD05615,South Africa,Mathematics,29,Female,2015
STUD05616,Argentina,Psychology,44,Female,2019
STUD05617,India,Engineering,20,Female,2023
STUD05618,Japan,Engineering,26,Non-binary,2023
STUD05619,France,Mathematics,39,Male,2018
STUD05620,USA,Psychology,37,Non-binary,2015
STUD05621,Mexico,Science,25,Female,2012
STUD05622,Argentina,Arts,40,Non-binary,2010
STUD05623,Germany,Physics,41,Female,2022
STUD05624,UK,Mathematics,35,Non-binary,2014
STUD05625,Canada,Science,32,Female,2011
STUD05626,Canada,Medicine,37,Female,2011
STUD05627,UK,Biology,27,Male,2017
STUD05628,UK,Arts,36,Female,2018
STUD05629,Canada,Computer Science,38,Non-binary,2022
STUD05630,South Africa,Arts,24,Female,2020
STUD05631,India,Arts,23,Non-binary,2019
STUD05632,Canada,Psychology,31,Female,2021
STUD05633,France,Law,39,Male,2010
STUD05634,Japan,Mathematics,18,Female,2018
STUD05635,China,Computer Science,39,Female,2023
STUD05636,China,Mathematics,34,Male,2020
STUD05637,Brazil,Arts,24,Male,2014
STUD05638,Mexico,Arts,44,Non-binary,2020
STUD05639,Brazil,Psychology,34,Female,2015
STUD05640,India,Education,29,Female,2018
STUD05641,Australia,Law,21,Male,2013
STUD05642,USA,Physics,42,Non-binary,2023
STUD05643,Mexico,Engineering,20,Non-binary,2012
STUD05644,Japan,Education,37,Male,2021
STUD05645,South Africa,Arts,23,Non-binary,2016
STUD05646,India,Arts,25,Female,2012
STUD05647,South Africa,Medicine,24,Non-binary,2010
STUD05648,USA,Science,39,Female,2012
STUD05649,China,Physics,41,Non-binary,2010
STUD05650,Canada,Psychology,22,Non-binary,2011
STUD05651,Mexico,Engineering,30,Male,2018
STUD05652,UK,Science,40,Male,2020
STUD05653,France,Arts,43,Non-binary,2019
STUD05654,Argentina,Law,36,Non-binary,2020
STUD05655,Mexico,Medicine,28,Non-binary,2016
STUD05656,China,Medicine,24,Female,2023
STUD05657,UK,Computer Science,37,Non-binary,2016
STUD05658,China,Science,37,Female,2017
STUD05659,China,Arts,42,Female,2014
STUD05660,France,Psychology,19,Non-binary,2023
STUD05661,UK,Physics,29,Non-binary,2019
STUD05662,Canada,Education,18,Female,2016
STUD05663,Mexico,Arts,35,Non-binary,2023
STUD05664,Mexico,Biology,37,Female,2020
STUD05665,Canada,Law,44,Non-binary,2021
STUD05666,Mexico,Education,43,Female,2011
STUD05667,Mexico,Science,35,Male,2011
STUD05668,Argentina,Mathematics,41,Non-binary,2014
STUD05669,South Africa,Law,28,Female,2011
STUD05670,France,Engineering,41,Non-binary,2016
STUD05671,Japan,Arts,36,Male,2017
STUD05672,Argentina,Law,20,Female,2020
STUD05673,China,Medicine,37,Male,2020
STUD05674,Germany,Computer Science,22,Non-binary,2017
STUD05675,France,Arts,19,Non-binary,2022
STUD05676,France,Education,23,Male,2021
STUD05677,Germany,Science,37,Female,2020
STUD05678,Germany,Business,44,Male,2021
STUD05679,Spain,Education,21,Male,2011
STUD05680,India,Engineering,28,Female,2012
STUD05681,Mexico,Science,44,Female,2018
STUD05682,Mexico,Law,41,Male,2023
STUD05683,Brazil,Psychology,26,Female,2010
STUD05684,UK,Psychology,27,Non-binary,2010
STUD05685,USA,Business,30,Male,2013
STUD05686,Mexico,Psychology,38,Female,2012
STUD05687,France,Science,42,Male,2015
STUD05688,UK,Arts,40,Female,2022
STUD05689,France,Mathematics,26,Female,2015
STUD05690,Brazil,Medicine,25,Male,2012
STUD05691,Australia,Business,35,Male,2023
STUD05692,Germany,Medicine,22,Male,2010
STUD05693,Mexico,Computer Science,34,Female,2014
STUD05694,Mexico,Computer Science,31,Non-binary,2012
STUD05695,Spain,Education,26,Female,2023
STUD05696,South Africa,Science,26,Non-binary,2022
STUD05697,Canada,Arts,42,Female,2018
STUD05698,Australia,Business,18,Female,2020
STUD05699,USA,Education,36,Non-binary,2010
STUD05700,Australia,Business,37,Non-binary,2015
STUD05701,China,Medicine,30,Female,2020
STUD05702,Brazil,Engineering,25,Non-binary,2013
STUD05703,India,Physics,36,Non-binary,2011
STUD05704,China,Computer Science,33,Male,2014
STUD05705,USA,Law,28,Non-binary,2019
STUD05706,Spain,Biology,26,Female,2019
STUD05707,South Africa,Engineering,38,Female,2011
STUD05708,Brazil,Psychology,35,Female,2017
STUD05709,France,Biology,34,Female,2010
STUD05710,Australia,Business,19,Female,2023
STUD05711,Brazil,Mathematics,27,Female,2015
STUD05712,China,Psychology,29,Female,2019
STUD05713,China,Medicine,36,Male,2015
STUD05714,Japan,Business,37,Female,2016
STUD05715,China,Law,41,Non-binary,2015
STUD05716,Mexico,Medicine,24,Male,2019
STUD05717,France,Law,42,Female,2013
STUD05718,South Africa,Arts,24,Female,2018
STUD05719,France,Mathematics,23,Male,2022
STUD05720,USA,Physics,24,Non-binary,2022
STUD05721,Germany,Business,20,Female,2012
STUD05722,Mexico,Computer Science,35,Female,2020
STUD05723,France,Law,31,Male,2011
STUD05724,UK,Computer Science,32,Non-binary,2022
STUD05725,Argentina,Engineering,27,Female,2020
STUD05726,UK,Business,42,Non-binary,2023
STUD05727,Spain,Science,42,Female,2011
STUD05728,South Africa,Engineering,41,Non-binary,2014
STUD05729,Germany,Engineering,41,Non-binary,2015
STUD05730,UK,Biology,25,Male,2019
STUD05731,India,Computer Science,29,Non-binary,2010
STUD05732,Spain,Education,41,Male,2021
STUD05733,South Africa,Medicine,38,Non-binary,2010
STUD05734,Germany,Computer Science,21,Non-binary,2017
STUD05735,France,Education,44,Male,2015
STUD05736,UK,Science,21,Female,2021
STUD05737,South Africa,Education,42,Non-binary,2023
STUD05738,Argentina,Computer Science,31,Male,2018
STUD05739,Germany,Engineering,36,Male,2017
STUD05740,UK,Education,22,Female,2022
STUD05741,Germany,Education,38,Non-binary,2014
STUD05742,Brazil,Law,42,Male,2016
STUD05743,Australia,Biology,42,Male,2014
STUD05744,Japan,Psychology,24,Non-binary,2021
STUD05745,France,Law,22,Female,2014
STUD05746,South Africa,Medicine,18,Male,2021
STUD05747,UK,Engineering,21,Female,2019
STUD05748,China,Physics,44,Male,2023
STUD05749,Germany,Education,25,Non-binary,2018
STUD05750,Germany,Medicine,27,Female,2015
STUD05751,India,Psychology,41,Non-binary,2022
STUD05752,Germany,Medicine,36,Male,2022
STUD05753,France,Science,25,Non-binary,2023
STUD05754,Spain,Mathematics,33,Non-binary,2011
STUD05755,Argentina,Mathematics,29,Male,2020
STUD05756,UK,Physics,39,Male,2015
STUD05757,Brazil,Mathematics,32,Female,2012
STUD05758,France,Medicine,31,Non-binary,2023
STUD05759,USA,Business,26,Non-binary,2020
STUD05760,USA,Psychology,36,Non-binary,2012
STUD05761,India,Medicine,37,Female,2014
STUD05762,Japan,Physics,20,Female,2019
STUD05763,UK,Mathematics,22,Female,2014
STUD05764,Australia,Science,34,Non-binary,2021
STUD05765,Mexico,Psychology,19,Female,2014
STUD05766,Canada,Arts,23,Female,2018
STUD05767,India,Medicine,18,Non-binary,2013
STUD05768,USA,Science,34,Non-binary,2010
STUD05769,Australia,Education,26,Female,2021
STUD05770,Argentina,Mathematics,29,Male,2020
STUD05771,Argentina,Education,41,Non-binary,2014
STUD05772,Spain,Biology,40,Female,2013
STUD05773,Mexico,Medicine,22,Male,2022
STUD05774,Japan,Computer Science,28,Non-binary,2010
STUD05775,Germany,Biology,42,Non-binary,2010
STUD05776,Argentina,Arts,42,Female,2023
STUD05777,Canada,Physics,20,Female,2018
STUD05778,China,Business,29,Non-binary,2018
STUD05779,Canada,Business,21,Male,2022
STUD05780,Canada,Law,36,Male,2014
STUD05781,USA,Psychology,19,Male,2014
STUD05782,China,Mathematics,20,Female,2023
STUD05783,Canada,Biology,40,Female,2020
STUD05784,UK,Physics,24,Male,2023
STUD05785,USA,Science,25,Male,2023
STUD05786,Mexico,Arts,22,Female,2013
STUD05787,Australia,Education,33,Non-binary,2020
STUD05788,Brazil,Education,35,Female,2021
STUD05789,UK,Physics,31,Male,2019
STUD05790,Mexico,Computer Science,41,Male,2018
STUD05791,USA,Business,37,Female,2013
STUD05792,Australia,Mathematics,30,Female,2023
STUD05793,Spain,Biology,20,Female,2022
STUD05794,Brazil,Medicine,42,Non-binary,2014
STUD05795,South Africa,Psychology,39,Non-binary,2013
STUD05796,Spain,Arts,26,Female,2011
STUD05797,Mexico,Biology,32,Male,2013
STUD05798,South Africa,Mathematics,37,Non-binary,2020
STUD05799,USA,Education,22,Female,2017
STUD05800,Australia,Science,39,Non-binary,2020
STUD05801,Australia,Science,36,Male,2023
STUD05802,Brazil,Science,18,Male,2012
STUD05803,Australia,Mathematics,34,Male,2017
STUD05804,Mexico,Law,36,Female,2023
STUD05805,USA,Arts,31,Male,2020
STUD05806,Australia,Arts,30,Male,2015
STUD05807,Mexico,Engineering,26,Female,2023
STUD05808,Spain,Engineering,32,Female,2021
STUD05809,Germany,Education,41,Male,2010
STUD05810,China,Business,21,Non-binary,2011
STUD05811,USA,Computer Science,35,Male,2019
STUD05812,China,Engineering,41,Non-binary,2017
STUD05813,China,Computer Science,19,Non-binary,2021
STUD05814,Canada,Mathematics,43,Non-binary,2015
STUD05815,Mexico,Arts,43,Male,2023
STUD05816,Germany,Engineering,35,Non-binary,2016
STUD05817,Mexico,Arts,33,Male,2022
STUD05818,USA,Business,23,Male,2013
STUD05819,Argentina,Computer Science,40,Female,2019
STUD05820,India,Business,40,Non-binary,2020
STUD05821,Mexico,Psychology,37,Male,2016
STUD05822,China,Education,23,Non-binary,2023
STUD05823,Germany,Medicine,19,Non-binary,2020
STUD05824,Mexico,Science,40,Male,2016
STUD05825,USA,Computer Science,18,Non-binary,2016
STUD05826,China,Computer Science,44,Female,2012
STUD05827,Spain,Physics,29,Non-binary,2011
STUD05828,USA,Education,38,Male,2011
STUD05829,Mexico,Education,40,Male,2013
STUD05830,China,Arts,29,Female,2019
STUD05831,Germany,Psychology,20,Female,2016
STUD05832,India,Science,34,Female,2012
STUD05833,UK,Psychology,40,Male,2018
STUD05834,South Africa,Science,32,Non-binary,2019
STUD05835,India,Computer Science,20,Non-binary,2011
STUD05836,USA,Physics,32,Female,2020
STUD05837,Japan,Computer Science,29,Male,2022
STUD05838,Germany,Engineering,37,Female,2020
STUD05839,Spain,Engineering,28,Female,2023
STUD05840,South Africa,Engineering,24,Female,2019
STUD05841,Spain,Computer Science,30,Male,2021
STUD05842,Australia,Mathematics,32,Female,2016
STUD05843,Australia,Business,41,Non-binary,2013
STUD05844,Australia,Science,25,Male,2011
STUD05845,USA,Engineering,26,Male,2018
STUD05846,Argentina,Medicine,20,Female,2023
STUD05847,Mexico,Science,34,Non-binary,2011
STUD05848,Argentina,Medicine,29,Male,2017
STUD05849,Brazil,Science,37,Non-binary,2012
STUD05850,USA,Education,25,Male,2019
STUD05851,Argentina,Law,20,Female,2021
STUD05852,USA,Science,26,Male,2021
STUD05853,USA,Physics,32,Female,2011
STUD05854,Canada,Science,18,Non-binary,2019
STUD05855,Spain,Science,32,Female,2018
STUD05856,Mexico,Medicine,35,Female,2015
STUD05857,Canada,Business,41,Male,2020
STUD05858,China,Computer Science,32,Non-binary,2023
STUD05859,Australia,Mathematics,39,Female,2014
STUD05860,Brazil,Arts,42,Non-binary,2021
STUD05861,South Africa,Psychology,25,Female,2011
STUD05862,Canada,Biology,20,Non-binary,2018
STUD05863,South Africa,Mathematics,33,Non-binary,2013
STUD05864,France,Education,36,Male,2023
STUD05865,Japan,Medicine,41,Non-binary,2010
STUD05866,China,Mathematics,19,Non-binary,2013
STUD05867,Japan,Science,44,Male,2017
STUD05868,South Africa,Biology,41,Male,2018
STUD05869,France,Medicine,32,Male,2023
STUD05870,Canada,Psychology,43,Female,2021
STUD05871,Canada,Psychology,20,Non-binary,2022
STUD05872,Australia,Biology,24,Non-binary,2016
STUD05873,Spain,Mathematics,37,Male,2015
STUD05874,India,Computer Science,32,Non-binary,2020
STUD05875,Argentina,Science,18,Female,2022
STUD05876,UK,Physics,32,Non-binary,2020
STUD05877,Spain,Education,27,Male,2010
STUD05878,USA,Medicine,31,Non-binary,2014
STUD05879,Spain,Medicine,23,Female,2014
STUD05880,Japan,Physics,21,Non-binary,2015
STUD05881,Canada,Physics,42,Male,2016
STUD05882,Argentina,Education,25,Non-binary,2014
STUD05883,Argentina,Psychology,21,Female,2017
STUD05884,Japan,Arts,23,Non-binary,2023
STUD05885,UK,Arts,43,Male,2018
STUD05886,Mexico,Law,35,Non-binary,2011
STUD05887,Spain,Arts,21,Non-binary,2019
STUD05888,Mexico,Engineering,43,Male,2015
STUD05889,Spain,Mathematics,30,Male,2017
STUD05890,South Africa,Business,38,Non-binary,2019
STUD05891,India,Science,22,Non-binary,2014
STUD05892,South Africa,Biology,28,Male,2022
STUD05893,Mexico,Mathematics,39,Male,2022
STUD05894,Brazil,Arts,24,Male,2018
STUD05895,USA,Mathematics,40,Non-binary,2013
STUD05896,Brazil,Physics,28,Female,2014
STUD05897,USA,Law,29,Female,2018
STUD05898,South Africa,Medicine,28,Female,2020
STUD05899,China,Medicine,38,Female,2017
STUD05900,South Africa,Computer Science,21,Male,2017
STUD05901,Germany,Arts,22,Male,2022
STUD05902,Brazil,Physics,37,Female,2022
STUD05903,South Africa,Medicine,40,Male,2023
STUD05904,Brazil,Education,44,Female,2021
STUD05905,Mexico,Medicine,42,Non-binary,2014
STUD05906,USA,Computer Science,25,Male,2019
STUD05907,Japan,Computer Science,30,Non-binary,2021
STUD05908,Germany,Medicine,20,Male,2014
STUD05909,Mexico,Science,24,Female,2022
STUD05910,Australia,Engineering,39,Male,2018
STUD05911,Germany,Business,25,Non-binary,2016
STUD05912,Mexico,Business,21,Male,2014
STUD05913,Japan,Mathematics,44,Male,2017
STUD05914,India,Psychology,19,Non-binary,2014
STUD05915,Argentina,Education,21,Non-binary,2015
STUD05916,USA,Biology,35,Non-binary,2021
STUD05917,Australia,Law,31,Male,2013
STUD05918,France,Biology,24,Male,2010
STUD05919,India,Computer Science,30,Male,2022
STUD05920,France,Physics,24,Male,2020
STUD05921,Spain,Science,36,Non-binary,2013
STUD05922,Germany,Mathematics,33,Male,2022
STUD05923,China,Biology,21,Female,2018
STUD05924,India,Engineering,43,Non-binary,2015
STUD05925,South Africa,Education,29,Non-binary,2018
STUD05926,UK,Computer Science,42,Female,2016
STUD05927,India,Education,43,Female,2022
STUD05928,USA,Computer Science,33,Male,2014
STUD05929,Germany,Biology,31,Male,2014
STUD05930,Canada,Business,43,Male,2012
STUD05931,Mexico,Law,25,Non-binary,2018
STUD05932,USA,Mathematics,19,Male,2011
STUD05933,Australia,Psychology,25,Male,2020
STUD05934,Australia,Biology,32,Male,2014
STUD05935,South Africa,Law,20,Female,2017
STUD05936,Australia,Computer Science,31,Male,2012
STUD05937,Canada,Engineering,30,Female,2016
STUD05938,South Africa,Medicine,32,Male,2022
STUD05939,Canada,Mathematics,42,Female,2019
STUD05940,Germany,Biology,26,Male,2016
STUD05941,South Africa,Education,35,Non-binary,2020
STUD05942,Japan,Psychology,29,Male,2018
STUD05943,Germany,Engineering,27,Non-binary,2017
STUD05944,India,Business,22,Male,2020
STUD05945,Argentina,Mathematics,42,Non-binary,2011
STUD05946,UK,Psychology,20,Male,2018
STUD05947,India,Education,31,Male,2023
STUD05948,Canada,Physics,22,Male,2022
STUD05949,Germany,Biology,27,Non-binary,2011
STUD05950,Mexico,Physics,33,Male,2010
STUD05951,South Africa,Physics,34,Male,2017
STUD05952,South Africa,Arts,21,Male,2023
STUD05953,South Africa,Computer Science,37,Male,2012
STUD05954,South Africa,Law,43,Male,2019
STUD05955,Mexico,Arts,41,Non-binary,2011
STUD05956,Australia,Education,22,Non-binary,2023
STUD05957,India,Arts,39,Male,2023
STUD05958,Japan,Psychology,18,Female,2012
STUD05959,Germany,Science,36,Female,2020
STUD05960,Japan,Physics,23,Non-binary,2012
STUD05961,China,Education,30,Female,2016
STUD05962,India,Education,40,Female,2016
STUD05963,UK,Arts,41,Female,2018
STUD05964,Japan,Arts,25,Non-binary,2012
STUD05965,USA,Mathematics,21,Male,2016
STUD05966,Mexico,Medicine,18,Non-binary,2021
STUD05967,Canada,Education,34,Non-binary,2013
STUD05968,UK,Education,38,Female,2013
STUD05969,Japan,Education,37,Female,2012
STUD05970,Germany,Mathematics,25,Non-binary,2012
STUD05971,Argentina,Engineering,31,Male,2013
STUD05972,Spain,Engineering,34,Male,2016
STUD05973,Spain,Arts,26,Male,2013
STUD05974,China,Science,24,Non-binary,2016
STUD05975,UK,Law,29,Male,2012
STUD05976,China,Science,39,Male,2021
STUD05977,India,Science,42,Non-binary,2011
STUD05978,Mexico,Business,37,Non-binary,2016
STUD05979,India,Computer Science,19,Female,2020
STUD05980,Spain,Psychology,28,Male,2022
STUD05981,Spain,Science,30,Male,2010
STUD05982,Australia,Biology,41,Male,2017
STUD05983,France,Medicine,26,Female,2011
STUD05984,Japan,Law,35,Non-binary,2023
STUD05985,USA,Computer Science,35,Female,2016
STUD05986,Argentina,Arts,33,Male,2013
STUD05987,Spain,Computer Science,37,Male,2014
STUD05988,Brazil,Psychology,35,Male,2021
STUD05989,Canada,Computer Science,19,Female,2010
STUD05990,Spain,Science,44,Female,2013
STUD05991,France,Arts,32,Non-binary,2010
STUD05992,Canada,Psychology,33,Non-binary,2011
STUD05993,South Africa,Engineering,21,Male,2012
STUD05994,Mexico,Mathematics,30,Non-binary,2021
STUD05995,Spain,Biology,29,Female,2010
STUD05996,Japan,Mathematics,40,Female,2022
STUD05997,Mexico,Biology,29,Non-binary,2013
STUD05998,Canada,Medicine,38,Non-binary,2021
STUD05999,China,Physics,25,Male,2020
STUD06000,Argentina,Engineering,18,Non-binary,2012
STUD06001,Spain,Mathematics,33,Male,2020
STUD06002,Brazil,Mathematics,32,Female,2012
STUD06003,Brazil,Biology,34,Male,2021
STUD06004,USA,Computer Science,37,Non-binary,2016
STUD06005,Argentina,Business,21,Male,2023
STUD06006,India,Science,44,Non-binary,2011
STUD06007,Canada,Biology,30,Male,2014
STUD06008,India,Education,25,Male,2013
STUD06009,Brazil,Computer Science,30,Male,2022
STUD06010,Canada,Mathematics,40,Male,2019
STUD06011,USA,Physics,42,Female,2014
STUD06012,UK,Education,23,Female,2012
STUD06013,USA,Medicine,33,Non-binary,2014
STUD06014,Spain,Computer Science,32,Non-binary,2010
STUD06015,Spain,Physics,37,Female,2022
STUD06016,China,Physics,40,Female,2017
STUD06017,Mexico,Engineering,19,Non-binary,2014
STUD06018,Brazil,Medicine,27,Female,2015
STUD06019,Brazil,Biology,32,Male,2016
STUD06020,France,Computer Science,39,Female,2022
STUD06021,Canada,Mathematics,33,Non-binary,2012
STUD06022,USA,Computer Science,24,Non-binary,2010
STUD06023,Mexico,Psychology,36,Male,2021
STUD06024,Brazil,Computer Science,42,Non-binary,2022
STUD06025,Mexico,Arts,44,Female,2010
STUD06026,Germany,Arts,37,Female,2021
STUD06027,Canada,Biology,25,Non-binary,2015
STUD06028,Australia,Education,41,Male,2014
STUD06029,Brazil,Mathematics,40,Female,2010
STUD06030,Mexico,Business,27,Non-binary,2016
STUD06031,Japan,Psychology,43,Non-binary,2015
STUD06032,South Africa,Computer Science,41,Non-binary,2015
STUD06033,India,Business,22,Non-binary,2018
STUD06034,UK,Psychology,42,Non-binary,2020
STUD06035,Mexico,Psychology,22,Male,2011
STUD06036,Spain,Engineering,43,Female,2013
STUD06037,Germany,Medicine,33,Male,2012
STUD06038,Argentina,Arts,32,Male,2014
STUD06039,UK,Biology,18,Female,2017
STUD06040,UK,Biology,44,Male,2021
STUD06041,South Africa,Business,25,Female,2017
STUD06042,Brazil,Computer Science,32,Female,2021
STUD06043,Australia,Biology,31,Female,2016
STUD06044,Germany,Engineering,38,Male,2012
STUD06045,France,Biology,39,Female,2021
STUD06046,Brazil,Science,29,Male,2010
STUD06047,Japan,Education,23,Male,2015
STUD06048,Canada,Psychology,21,Male,2013
STUD06049,Argentina,Mathematics,38,Female,2022
STUD06050,China,Education,32,Non-binary,2021
STUD06051,Mexico,Business,30,Non-binary,2010
STUD06052,Mexico,Physics,43,Male,2017
STUD06053,Japan,Computer Science,42,Non-binary,2023
STUD06054,Argentina,Mathematics,21,Male,2019
STUD06055,UK,Engineering,41,Female,2017
STUD06056,USA,Arts,26,Female,2020
STUD06057,France,Physics,34,Female,2016
STUD06058,Argentina,Psychology,30,Male,2017
STUD06059,Brazil,Psychology,34,Male,2012
STUD06060,Spain,Engineering,25,Female,2023
STUD06061,Canada,Mathematics,34,Male,2012
STUD06062,Japan,Computer Science,33,Male,2012
STUD06063,Canada,Psychology,25,Non-binary,2019
STUD06064,France,Medicine,26,Female,2021
STUD06065,China,Business,43,Non-binary,2010
STUD06066,Mexico,Engineering,33,Female,2018
STUD06067,Japan,Law,38,Non-binary,2018
STUD06068,China,Biology,20,Non-binary,2018
STUD06069,Japan,Science,24,Male,2017
STUD06070,Argentina,Psychology,43,Female,2023
STUD06071,USA,Law,38,Male,2023
STUD06072,Japan,Biology,18,Male,2012
STUD06073,UK,Education,40,Female,2022
STUD06074,UK,Mathematics,42,Female,2019
STUD06075,Japan,Law,20,Male,2021
STUD06076,Germany,Engineering,35,Male,2015
STUD06077,China,Mathematics,31,Non-binary,2017
STUD06078,South Africa,Engineering,30,Non-binary,2014
STUD06079,Spain,Engineering,19,Male,2021
STUD06080,Australia,Mathematics,24,Female,2010
STUD06081,Japan,Psychology,38,Male,2017
STUD06082,South Africa,Business,39,Male,2013
STUD06083,Japan,Biology,21,Female,2021
STUD06084,Japan,Education,28,Female,2011
STUD06085,Germany,Science,39,Non-binary,2015
STUD06086,China,Business,25,Female,2021
STUD06087,China,Education,37,Female,2011
STUD06088,USA,Medicine,19,Female,2020
STUD06089,Mexico,Mathematics,36,Female,2021
STUD06090,China,Physics,36,Non-binary,2010
STUD06091,Mexico,Law,22,Non-binary,2020
STUD06092,Australia,Science,34,Non-binary,2014
STUD06093,China,Education,38,Female,2012
STUD06094,Australia,Biology,42,Male,2018
STUD06095,Argentina,Science,29,Female,2016
STUD06096,Germany,Business,21,Non-binary,2011
STUD06097,Brazil,Medicine,38,Non-binary,2014
STUD06098,Canada,Arts,27,Male,2022
STUD06099,Mexico,Biology,20,Female,2011
STUD06100,Argentina,Business,18,Non-binary,2021
STUD06101,Argentina,Computer Science,36,Male,2011
STUD06102,USA,Engineering,40,Male,2017
STUD06103,Germany,Arts,28,Female,2018
STUD06104,Mexico,Psychology,21,Male,2018
STUD06105,Germany,Education,34,Female,2014
STUD06106,France,Law,36,Non-binary,2011
STUD06107,Japan,Mathematics,36,Non-binary,2013
STUD06108,Canada,Arts,31,Non-binary,2017
STUD06109,Australia,Mathematics,37,Non-binary,2010
STUD06110,Australia,Law,23,Non-binary,2023
STUD06111,Mexico,Medicine,42,Non-binary,2014
STUD06112,Australia,Law,22,Male,2020
STUD06113,UK,Arts,23,Male,2016
STUD06114,Australia,Mathematics,20,Non-binary,2014
STUD06115,India,Biology,41,Female,2016
STUD06116,Spain,Medicine,25,Female,2022
STUD06117,Argentina,Psychology,40,Female,2017
STUD06118,Germany,Law,24,Non-binary,2015
STUD06119,France,Medicine,44,Non-binary,2017
STUD06120,China,Psychology,24,Non-binary,2021
STUD06121,UK,Engineering,32,Male,2020
STUD06122,France,Arts,22,Male,2022
STUD06123,Canada,Education,25,Male,2018
STUD06124,Canada,Mathematics,42,Female,2010
STUD06125,Mexico,Law,27,Female,2019
STUD06126,South Africa,Psychology,23,Female,2017
STUD06127,Japan,Computer Science,29,Female,2014
STUD06128,India,Mathematics,33,Non-binary,2010
STUD06129,Brazil,Engineering,35,Non-binary,2022
STUD06130,Germany,Biology,37,Female,2019
STUD06131,China,Psychology,20,Female,2017
STUD06132,Japan,Education,24,Male,2015
STUD06133,Brazil,Mathematics,44,Male,2016
STUD06134,Mexico,Biology,28,Female,2022
STUD06135,USA,Engineering,24,Non-binary,2015
STUD06136,Japan,Computer Science,21,Male,2013
STUD06137,Japan,Medicine,20,Female,2021
STUD06138,USA,Medicine,24,Male,2010
STUD06139,Mexico,Psychology,19,Female,2012
STUD06140,Spain,Mathematics,39,Male,2013
STUD06141,South Africa,Psychology,22,Male,2012
STUD06142,China,Biology,32,Non-binary,2012
STUD06143,South Africa,Mathematics,30,Non-binary,2017
STUD06144,Mexico,Mathematics,32,Female,2014
STUD06145,UK,Engineering,19,Male,2013
STUD06146,Mexico,Law,23,Male,2019
STUD06147,Brazil,Mathematics,43,Female,2018
STUD06148,Germany,Psychology,42,Non-binary,2020
STUD06149,South Africa,Biology,29,Female,2018
STUD06150,China,Law,27,Non-binary,2021
STUD06151,France,Arts,38,Male,2022
STUD06152,France,Law,37,Female,2015
STUD06153,Japan,Computer Science,22,Non-binary,2019
STUD06154,Japan,Law,42,Non-binary,2021
STUD06155,Germany,Biology,32,Non-binary,2021
STUD06156,Germany,Law,32,Female,2014
STUD06157,Canada,Physics,37,Female,2012
STUD06158,Germany,Physics,39,Male,2019
STUD06159,UK,Computer Science,44,Male,2023
STUD06160,India,Business,33,Female,2020
STUD06161,Germany,Arts,24,Female,2016
STUD06162,UK,Law,42,Non-binary,2019
STUD06163,Canada,Law,33,Non-binary,2019
STUD06164,India,Computer Science,37,Non-binary,2011
STUD06165,Australia,Arts,42,Non-binary,2023
STUD06166,China,Biology,19,Male,2015
STUD06167,India,Arts,44,Male,2022
STUD06168,Germany,Computer Science,23,Non-binary,2017
STUD06169,India,Law,39,Female,2016
STUD06170,USA,Education,30,Non-binary,2016
STUD06171,USA,Medicine,41,Male,2013
STUD06172,Canada,Engineering,32,Non-binary,2022
STUD06173,Argentina,Medicine,25,Male,2017
STUD06174,Japan,Biology,21,Female,2021
STUD06175,France,Business,35,Female,2012
STUD06176,South Africa,Computer Science,29,Non-binary,2023
STUD06177,Germany,Education,43,Male,2013
STUD06178,Japan,Physics,23,Male,2015
STUD06179,Germany,Arts,40,Male,2019
STUD06180,Brazil,Business,21,Male,2010
STUD06181,Mexico,Computer Science,36,Non-binary,2018
STUD06182,China,Physics,44,Female,2013
